Index,Speaker,Section,Scene,Category,Character,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
348,TRAVIS,Part One,4,Dialogue,FJORD,"Pork belly, if you have it. ",4,neutral,0.5545611,0.032870345,0.38901338,0.008651904,0.0051049134,0.5545611,0.0056637223,0.004134599
349,MARISHA,Part One,4,Dialogue,BEAU,I don't think I've seen you eat anything other than pastries. ,4,neutral,0.67983896,0.017711086,0.17403369,0.014659777,0.0028859475,0.67983896,0.0031756642,0.107694894
350,LAURA,Part One,4,Dialogue,JESTER,I really like them. ,3,joy,0.9779565,0.0052557215,0.0038042152,0.00341932,0.9779565,0.0052473596,0.002731586,0.0015852593
351,MARISHA,Part One,4,Dialogue,BEAU,"I'm kind of concerned for your well-being. It's fine, I'm not that concerned. ",4,neutral,0.44338858,0.07733789,0.05354804,0.33559233,0.010944489,0.44338858,0.07472332,0.0044653146
352,MARISHA,Part One,4,Dialogue,BEAU,"Eat whatever you want. I'll have bacon, some ham, whatever. ",4,neutral,0.7787775,0.03168385,0.14286552,0.012828926,0.023408884,0.7787775,0.008800973,0.001634439
353,MATT,Part One,4,Dialogue,ADELAINE,"All right, pork it is. I'll be right back.",4,neutral,0.89140433,0.017518714,0.023211448,0.0016581519,0.05616545,0.89140433,0.007446531,0.0025954228
356,,Part One,4,Dialogue,CALEB,The Moneypot is not for them.,4,neutral,0.920292,0.006845841,0.010928147,0.005108253,0.0022583748,0.920292,0.038595557,0.015971752
357,LIAM,Part One,4,Dialogue,CALEB,"It's not for them, it's for farmers. Okay? ",4,neutral,0.49744493,0.16800343,0.26192027,0.04726348,0.00459571,0.49744493,0.01815664,0.0026155221
358,SAM,Part One,4,Dialogue,NOTT,"Yeah, you're right, you're right. ",4,neutral,0.644314,0.14671804,0.16237888,0.019903656,0.016100196,0.644314,0.008652989,0.0019322941
370,SAM,Part One,4,Dialogue,NOTT,Are you in town for business or pleasure? ,4,neutral,0.45155343,0.08217345,0.04620695,0.36886773,0.015094594,0.45155343,0.01012502,0.02597886
374,LAURA,Part One,4,Dialogue,JESTER,"What is he saying? I mean you, you're a girl. What is she saying? Shit. That's really hard to remember now. ",1,disgust,0.63916034,0.18538325,0.63916034,0.024829049,0.0024155693,0.025984282,0.012867252,0.109360315
375,SAM,Part One,4,Dialogue,NOTT,You're asking me what I'm saying. ,0,anger,0.3943824,0.3943824,0.24731542,0.08477681,0.0077851014,0.18841857,0.019551614,0.05777019
376,LAURA,Part One,4,Dialogue,JESTER,"Yeah, what did you just say? ",6,surprise,0.4001478,0.14936237,0.09151364,0.055719968,0.007402172,0.2890529,0.0068011465,0.4001478
382,LIAM,Part One,4,Dialogue,CALEB,"I mean, I'm sorry, not to be blunt, but, you know. It's pretty obvious goblins are not welcome strolling about. ",1,disgust,0.69719917,0.042836897,0.69719917,0.03643807,0.0031237463,0.13745736,0.07916328,0.0037815461
383,LAURA,Part One,4,Dialogue,JESTER,She's a goblin?! ,6,surprise,0.7157367,0.07526488,0.09672548,0.03421347,0.0025554704,0.0709171,0.0045868927,0.7157367
384,SAM,Part One,4,Dialogue,NOTT,"Yeah, yeah, but you don't have to make a big thing of it, all right? There could be people here who don't know. ",4,neutral,0.8250378,0.025456037,0.1097362,0.015074304,0.0033215655,0.8250378,0.005507752,0.015866352
385,LIAM,Part One,4,Dialogue,CALEB,"That's right. She's my companion, she's my friend. There's nothing to make a big deal about. ",4,neutral,0.7519825,0.05900471,0.14420983,0.0122038,0.023003792,0.7519825,0.0071796826,0.0024157332
386,LIAM,Part One,4,Dialogue,CALEB,"That's why she's wrapped up. Just leave it, please. ",4,neutral,0.8173336,0.031695526,0.10656692,0.024516832,0.0033197864,0.8173336,0.012756232,0.003811073
387,LAURA,Part One,4,Dialogue,JESTER,I didn't ask why she was wrapped up. ,4,neutral,0.6376344,0.03869464,0.17114055,0.04208007,0.001976595,0.6376344,0.010488936,0.097984776
388,MARISHA,Part One,4,Dialogue,BEAU,"I know, we're not making a big deal out it. You're making a big deal out of it. ",1,disgust,0.47267208,0.23890273,0.47267208,0.010031361,0.0039146794,0.24913935,0.009407715,0.015932042
419,TALIESIN,Part One,5,Dialogue,MOLLY,"Well. I don't believe I've ever seen a group of people more in need of a good time in my entire life. Mollymauk Tealeaf of the Fletching and Moondrop Traveling Carnival of Curiosities. If there was ever a group of people that needed a good time to go out, have a laugh, see things that you have never seen before, and my god, take my word for it, one month's time, people will be buying your ale to hear the tale of what you saw at the Traveling Carnival of Curiosities this night. ",6,surprise,0.5790369,0.03183615,0.06001837,0.0121332,0.027167179,0.28455278,0.005255415,0.5790369
420,LAURA,Part One,5,Dialogue,JESTER,We saw your tent going up! We did! ,6,surprise,0.5430727,0.282225,0.04573199,0.04295732,0.03220899,0.049197786,0.00460616,0.5430727
421,MARISHA,Part One,5,Dialogue,BEAU,"We were actually going to go without the flyer, but now we also have a flyer. ",4,neutral,0.8367734,0.018384997,0.022349956,0.0054917065,0.004530829,0.8367734,0.007088242,0.105380826
422,TALIESIN,Part One,5,Dialogue,MOLLY,"It's just five copper. A steal. At five silver, it would be a steal, at five gold? Worth every penny. But if you've got the five copper to spend, we would happily have you all. ",4,neutral,0.60164416,0.053390417,0.03720716,0.0036884486,0.2933384,0.60164416,0.00604344,0.004687904
423,LAURA,Part One,5,Dialogue,JESTER,Do you perform? ,4,neutral,0.37585998,0.047764145,0.060849935,0.29054958,0.0058115525,0.37585998,0.011234665,0.20793009
424,TALIESIN,Part One,5,Dialogue,MOLLY,Ah. I'm less of a performer and more of an intermediary for these parts. I do on occasion perform. I can read fortunes-- ,4,neutral,0.6621296,0.017849328,0.10550936,0.16621265,0.017081965,0.6621296,0.023391476,0.007825785
425,LAURA,Part One,5,Dialogue,JESTER,(gasps) I was going to ask if you read fortunes! Can you do one now? ,4,neutral,0.5148951,0.07719294,0.047344994,0.25848353,0.011712762,0.5148951,0.0107581355,0.07961248
426,TALIESIN,Part One,5,Dialogue,MOLLY,I knew you were going to ask that. ,4,neutral,0.7818488,0.034443565,0.025621358,0.037455074,0.021104787,0.7818488,0.005631971,0.09389447
427,LAURA,Part One,5,Dialogue,JESTER,"(gasps) Oh my gosh, you're so smart. Look at this guy, he knows everything! ",6,surprise,0.55854,0.09608371,0.23592809,0.023849772,0.02948008,0.05141438,0.004704013,0.55854
430,MATT,Part One,5,Dialogue,ADELAINE,"Miss, can I get you a drink?",4,neutral,0.75743544,0.03214881,0.03318225,0.034942463,0.006092217,0.75743544,0.07481274,0.061386038
431,ASHLEY,Part One,5,Dialogue,YASHA,"(deadpan) Yes could I have a drink, please. Just some ale. ",4,neutral,0.42811313,0.026838014,0.13177526,0.3616033,0.0034042485,0.42811313,0.03913784,0.009128141
432,MATT,Part One,5,Dialogue,ADELAINE,Coming right up. Any preferences for the family? Baumbauch?,4,neutral,0.89925605,0.014167029,0.016133942,0.004397999,0.0029373737,0.89925605,0.0040870407,0.05902053
433,LAURA,Part One,5,Dialogue,JESTER,Stay clear of Baumbauch. They're dicks. ,1,disgust,0.6647786,0.21964888,0.6647786,0.04158247,0.0017988692,0.054582346,0.014037067,0.003571832
434,MARISHA,Part One,5,Dialogue,BEAU,That's kind of true. ,4,neutral,0.66294545,0.0552858,0.25642297,0.006203596,0.009076638,0.66294545,0.0038725976,0.0061929086
435,ASHLEY,Part One,5,Dialogue,YASHA,Just a big. ,4,neutral,0.71718705,0.036688574,0.13820216,0.030426899,0.0061559663,0.71718705,0.01744072,0.053898647
436,MATT,Part One,5,Dialogue,ADELAINE,"Husseldorf, then. All right. Be right back.",4,neutral,0.8474253,0.077586964,0.038171727,0.0146151995,0.0064755925,0.8474253,0.012988494,0.0027367685
438,TALIESIN,Part One,5,Dialogue,MOLLY,Well. Who has coin for a fortune? ,4,neutral,0.71033126,0.037743635,0.042385586,0.030757785,0.0034659642,0.71033126,0.005796413,0.1695194
439,LAURA,Part One,5,Dialogue,JESTER,Do you know my name? ,2,fear,0.28886446,0.1315299,0.056515582,0.28886446,0.010734644,0.28409302,0.013116539,0.2151459
440,TALIESIN,Part One,5,Dialogue,MOLLY,What is your name? ,4,neutral,0.6263527,0.049906507,0.020908419,0.22395976,0.0035123676,0.6263527,0.01044129,0.064918935
440,TALIESIN,Part One,5,Dialogue,MOLLY,What is your name? ,4,neutral,0.6263527,0.049906507,0.020908419,0.22395976,0.0035123676,0.6263527,0.01044129,0.064918935
441,LAURA,Part One,5,Dialogue,JESTER,Jester. ,4,neutral,0.6022102,0.03049641,0.085785374,0.22338322,0.0056143464,0.6022102,0.04200939,0.010500981
441,LAURA,Part One,5,Dialogue,JESTER,Jester. ,4,neutral,0.6022102,0.03049641,0.085785374,0.22338322,0.0056143464,0.6022102,0.04200939,0.010500981
442,TALIESIN,Part One,5,Dialogue,MOLLY,I know your name now! ,0,anger,0.28767467,0.28767467,0.050834168,0.07516982,0.14545,0.18468077,0.0069786254,0.24921203
443,LAURA,Part One,5,Dialogue,JESTER,(laugh) ,4,neutral,0.41497588,0.15553924,0.082745895,0.062781796,0.25812417,0.41497588,0.019473279,0.0063597676
444,LAURA,Part One,5,Dialogue,JESTER,What is your name? ,4,neutral,0.6263527,0.049906507,0.020908419,0.22395976,0.0035123676,0.6263527,0.01044129,0.064918935
444,LAURA,Part One,5,Dialogue,JESTER,What is your name? ,4,neutral,0.6263527,0.049906507,0.020908419,0.22395976,0.0035123676,0.6263527,0.01044129,0.064918935
445,TALIESIN,Part One,5,Dialogue,MOLLY,"Oh, my name is Molly to my friends, and we're friends, now, aren't we? Pleasure. ",3,joy,0.58560133,0.038967,0.055696707,0.02108783,0.58560133,0.26331934,0.027510349,0.007817459
446,LAURA,Part One,5,Dialogue,JESTER,Molly. Look at this guy. ,1,disgust,0.7311742,0.036611065,0.7311742,0.047408648,0.03528295,0.09677069,0.007399136,0.045353405
447,TALIESIN,Part One,5,Dialogue,MOLLY,"Mollymauk. Molly for short. This is Yasha, she's a charm. ",4,neutral,0.8159106,0.0063651507,0.015781065,0.0053583975,0.14247862,0.8159106,0.003918584,0.010187617
448,ASHLEY,Part One,5,Dialogue,YASHA,Hello. ,4,neutral,0.8644603,0.012744924,0.026160521,0.06871511,0.0052358853,0.8644603,0.014506127,0.008177089
450,TALIESIN,Part One,5,Dialogue,MOLLY,Now. Would anyone like a fortune read? ,4,neutral,0.8566822,0.025628388,0.020788915,0.053756885,0.009473289,0.8566822,0.0047842325,0.02888617
451,LAURA,Part One,5,Dialogue,JESTER,I would love one. ,3,joy,0.8142074,0.011430074,0.005557162,0.049063627,0.8142074,0.0068375035,0.111595355,0.0013089213
452,TALIESIN,Part One,5,Dialogue,MOLLY,Do you have coin? ,4,neutral,0.60833657,0.040322497,0.035640735,0.04022788,0.0022818944,0.60833657,0.008199157,0.26499125
453,LAURA,Part One,5,Dialogue,JESTER,Yes. How much do you want? ,4,neutral,0.70420444,0.06428494,0.048180286,0.14565499,0.0060325423,0.70420444,0.009514969,0.022127869
454,TALIESIN,Part One,5,Dialogue,MOLLY,Two copper. ,4,neutral,0.9197653,0.01755351,0.02754644,0.009784737,0.005641577,0.9197653,0.010237553,0.009470929
455,LAURA,Part One,5,Dialogue,JESTER,"Two copper, okay, I just got some copper. ",4,neutral,0.88540673,0.025506852,0.064808674,0.007917837,0.0053310622,0.88540673,0.005615156,0.005413656
456,LAURA,Part One,5,Dialogue,JESTER,Here you go. ,4,neutral,0.8869124,0.020073963,0.010276944,0.016752545,0.05304972,0.8869124,0.002351289,0.0105831055
462,ASHLEY,Part One,5,Dialogue,YASHA,"(deadpan) He's really quite good, you all should line up and get your fortunes told. ",4,neutral,0.79678434,0.012044061,0.019447977,0.06288213,0.08230569,0.79678434,0.011992555,0.014543305
473,TALIESIN,Part One,5,Dialogue,MOLLY,"Your first card, the Silver Dragon. This is good. You're pure, you're virtue, you are a worthwhile and wonderful human being, obviously, or creature of some repute. ",4,neutral,0.43572497,0.052124567,0.088244855,0.014054833,0.4015645,0.43572497,0.003245045,0.0050412854
474,LAURA,Part One,5,Dialogue,JESTER,That's what everyone always tells me. ,4,neutral,0.90692455,0.03443606,0.016047085,0.00877861,0.018407654,0.90692455,0.0024443194,0.012961663
475,TALIESIN,Part One,5,Dialogue,MOLLY,It's true. And heading towards the Anvil. ,4,neutral,0.8186109,0.024625577,0.035351403,0.10404965,0.0039843414,0.8186109,0.0074431677,0.0059350636
476,LAURA,Part One,5,Dialogue,JESTER,What is that? ,6,surprise,0.56258136,0.08020181,0.029793425,0.09874971,0.003188098,0.21890274,0.006582823,0.56258136
477,TALIESIN,Part One,5,Dialogue,MOLLY,That is a destiny forged. ,4,neutral,0.88609123,0.027829729,0.02171092,0.04464542,0.011031995,0.88609123,0.0048379637,0.0038527024
478,ASHLEY,Part One,5,Dialogue,YASHA,(deadpan) Ohh. ,6,surprise,0.5121463,0.031893715,0.15228382,0.19107054,0.0050451113,0.05391725,0.053643253,0.5121463
479,TALIESIN,Part One,5,Dialogue,MOLLY,There is something bright and adventurous in your future. ,4,neutral,0.7035826,0.0070653893,0.011392977,0.0229897,0.23825806,0.7035826,0.009654402,0.0070569166
480,LAURA,Part One,5,Dialogue,JESTER,"Wow! You know, we did just defeat a really big snake? So maybe there's even bigger things coming up, you know? ",6,surprise,0.94199926,0.011120479,0.013217701,0.00892817,0.0037867348,0.019563576,0.0013840192,0.94199926
487,TALIESIN,Part One,5,Dialogue,MOLLY,The Serpent card appears. Of course you did. ,4,neutral,0.78109056,0.06455403,0.07305596,0.016923018,0.005383975,0.78109056,0.01938344,0.039609104
488,LAURA,Part One,5,Dialogue,JESTER,(gasps) Oh my gosh! Look at that! How did you even do that? ,6,surprise,0.8542853,0.045525726,0.062166072,0.017789043,0.0034965032,0.009330548,0.007406824,0.8542853
489,TALIESIN,Part One,5,Dialogue,MOLLY,That's all the cards. I'm simply a vessel for higher powers. ,4,neutral,0.9213491,0.024452487,0.025904791,0.010829667,0.0073081567,0.9213491,0.004407354,0.005748463
492,LAURA,Part One,5,Dialogue,JESTER,Will you ask the cards if I'm going to find him? ,4,neutral,0.53312474,0.0500512,0.02430683,0.35003322,0.0045987694,0.53312474,0.017077394,0.02080778
493,TALIESIN,Part One,5,Dialogue,MOLLY,If you're going to find her? ,2,fear,0.54261583,0.15965973,0.065821156,0.54261583,0.005907588,0.18932046,0.0091673685,0.027507871
494,LAURA,Part One,5,Dialogue,JESTER,Him. ,1,disgust,0.4582035,0.07054465,0.4582035,0.08060716,0.026670182,0.24704361,0.06926291,0.047668017
495,TALIESIN,Part One,5,Dialogue,MOLLY,Give me a little bit more. Who's this 'him' that you're looking for? ,4,neutral,0.77341133,0.024585357,0.02738702,0.036430065,0.0032704878,0.77341133,0.0041314503,0.13078426
496,LAURA,Part One,5,Dialogue,JESTER,I'm looking for my dad. ,2,fear,0.8784426,0.02332713,0.0058659557,0.8784426,0.011600644,0.022819957,0.05652893,0.0014147852
497,TALIESIN,Part One,5,Dialogue,MOLLY,14,4,neutral,0.63732165,0.08495834,0.067696676,0.049704667,0.02132543,0.63732165,0.090725966,0.048267256
499,TALIESIN,Part One,5,Dialogue,MOLLY,"Pushing through, pushing through. The Eye card pulls up. You've already found the clue you're looking for. You just don't know what it is yet. ",4,neutral,0.741995,0.030041657,0.05756838,0.05208698,0.004137601,0.741995,0.00782288,0.106347576
500,LAURA,Part One,5,Dialogue,JESTER,Really? ,6,surprise,0.9408672,0.019761879,0.01004772,0.011556974,0.0020723976,0.013728748,0.001965097,0.9408672
501,TALIESIN,Part One,5,Dialogue,MOLLY,"Apparently. Well, it's what the cards are saying. It's right in front of you. ",4,neutral,0.93946314,0.015633866,0.02529843,0.007296821,0.0028667296,0.93946314,0.0029660729,0.006474918
502,LAURA,Part One,5,Dialogue,JESTER,Wow. Does it say how long ago I found it? Because that's-- ,6,surprise,0.948441,0.009048138,0.007927114,0.008149842,0.0024868806,0.021815564,0.0021314458,0.948441
503,TALIESIN,Part One,5,Dialogue,MOLLY,"Sadly, I don't have that sort of specifics. That's much more expensive. ",5,sadness,0.92212445,0.0013858585,0.0044391,0.005962856,0.0018420382,0.036918778,0.92212445,0.027326994
504,LAURA,Part One,5,Dialogue,JESTER,That's going to take a lot of thinking. ,4,neutral,0.9092523,0.015062226,0.029630069,0.015614251,0.005865966,0.9092523,0.0070613693,0.017513849
505,TALIESIN,Part One,5,Dialogue,MOLLY,"Well, you find us at the show, you'll find my tent and I'd be happy to give you a more complicated reading. ",3,joy,0.9697874,0.0027052038,0.004057959,0.00076004793,0.9697874,0.018061005,0.0031022066,0.0015261235
506,LAURA,Part One,5,Dialogue,JESTER,I can't wait! It's going to be so much fun. ,3,joy,0.9928608,0.0010330932,0.000694668,0.0009877246,0.9928608,0.0019350912,0.0011581103,0.0013304964
507,TALIESIN,Part One,5,Dialogue,MOLLY,So much fun. ,3,joy,0.97092515,0.0032721418,0.0029120224,0.0019434271,0.97092515,0.015875729,0.0028801893,0.0021914185
509,ASHLEY,Part One,5,Dialogue,YASHA,"Thank you, my lady. ",4,neutral,0.5240056,0.02081313,0.024940299,0.010283793,0.3941954,0.5240056,0.0063682306,0.019393574
510,MATT,Part One,5,Dialogue,ADELAINE,On the house.,1,disgust,0.79893595,0.053067997,0.79893595,0.06908291,0.0025474902,0.020173267,0.034174602,0.022017831
511,TALIESIN,Part One,5,Dialogue,MOLLY,On the house! ,0,anger,0.41677076,0.41677076,0.074038625,0.3384465,0.014447863,0.01722337,0.0095438855,0.12952907
512,ASHLEY,Part One,5,Dialogue,YASHA,That's very kind of you. ,1,disgust,0.78333867,0.02056145,0.78333867,0.0068142666,0.01813774,0.14538391,0.0059404653,0.019823523
513,MARISHA,Part One,5,Dialogue,BEAU,"Do you perform in the circus, too? ",4,neutral,0.43132028,0.035782762,0.12678055,0.3336003,0.015173551,0.43132028,0.022639506,0.034703027
514,ASHLEY,Part One,5,Dialogue,YASHA,No. I do not. I just-- I put it up. ,4,neutral,0.67481774,0.12086066,0.07874267,0.08556854,0.010547017,0.67481774,0.01834075,0.011122688
515,MARISHA,Part One,5,Dialogue,BEAU,"Oh, cool. ",3,joy,0.49411014,0.044373658,0.11456978,0.010977745,0.49411014,0.32104582,0.006971847,0.007951114
516,TRAVIS,Part One,5,Dialogue,FJORD,The tent. ,2,fear,0.74528384,0.028828254,0.12222817,0.74528384,0.005559594,0.06997988,0.01095984,0.017160427
517,LAURA,Part One,5,Dialogue,JESTER,It's a big tent. It would take a lot of work. ,4,neutral,0.5492963,0.059860647,0.113504216,0.059387326,0.0053992276,0.5492963,0.04398275,0.16856954
518,ASHLEY,Part One,5,Dialogue,YASHA,"I put up the stage, I move things around. ",4,neutral,0.7179771,0.068897314,0.09415049,0.07123762,0.0075654606,0.7179771,0.016258677,0.023913356
519,ASHLEY,Part One,5,Dialogue,YASHA,I'm very strong. But I don't do anything in the show. ,2,fear,0.5641178,0.089493245,0.17323487,0.5641178,0.009518134,0.1284817,0.033175178,0.0019790968
520,TALIESIN,Part One,5,Dialogue,MOLLY,"Some of our acts are a little complicated, with performers who are not of the traditional variety. Can make some of the locals get a little shifty, if you know what I mean, and it's good to have a few people around who are capable of keeping issues contained. ",4,neutral,0.92255807,0.0056008357,0.029965794,0.0049318327,0.027724424,0.92255807,0.0044387733,0.0047803195
521,MARISHA,Part One,5,Dialogue,BEAU,"Is that why it says 'No admittance to the elderly'? You don't want to deal with those riley elderly. Or the ill, yeah. Why no elderly, though? Ill kind of makes sense, but elderly? ",4,neutral,0.53433686,0.06545152,0.28718787,0.06806543,0.0019880459,0.53433686,0.020474162,0.022496158
522,TALIESIN,Part One,5,Dialogue,MOLLY,"We cannot be held responsible for anything that may happen to someone who is ill or infirm. It is such an exciting, impressive show. ",3,joy,0.9377682,0.0011027122,0.0029743677,0.012567144,0.9377682,0.028435253,0.0056444136,0.011507885
523,ASHLEY,Part One,5,Dialogue,YASHA,We've had people die watching it. ,1,disgust,0.6249437,0.12941356,0.6249437,0.11394234,0.0023216452,0.08368905,0.040689893,0.0049999068
524,ASHLEY,Part One,5,Dialogue,YASHA,Yeah. It's just that exciting. Just from excitement. ,3,joy,0.95485896,0.0027618797,0.0023917085,0.0030401552,0.95485896,0.0264725,0.0017897348,0.008685044
525,TRAVIS,Part One,5,Dialogue,FJORD,"Did they die in the show, or from watching it? ",4,neutral,0.50367016,0.06467368,0.16033028,0.19789092,0.0017719116,0.50367016,0.040847756,0.030815313
526,ASHLEY,Part One,5,Dialogue,YASHA,"Yeah, just like heart attack. Just from getting so excited, I guess. ",2,fear,0.5747806,0.01810706,0.028079193,0.5747806,0.005393529,0.19285698,0.13172919,0.049053516
527,MARISHA,Part One,5,Dialogue,BEAU,We gotta get so wasted. ,1,disgust,0.39314747,0.21826425,0.39314747,0.028378434,0.0030413165,0.09757368,0.25584656,0.0037482432
528,LAURA,Part One,5,Dialogue,JESTER,When is it? How long is it? When is it? ,4,neutral,0.68923473,0.06404958,0.042223282,0.14365093,0.0021403332,0.68923473,0.01290689,0.04579425
530,TALIESIN,Part One,5,Dialogue,MOLLY,First show is tonight. ,2,fear,0.72575086,0.0214076,0.021514218,0.72575086,0.08483278,0.10928011,0.0070711602,0.030143354
531,LAURA,Part One,5,Dialogue,JESTER,"Well, we have plans tonight! ",4,neutral,0.51316905,0.21436095,0.04122357,0.0991669,0.09042767,0.51316905,0.021979075,0.019672731
532,MARISHA,Part One,5,Dialogue,BEAU,Yay! ,3,joy,0.94826597,0.010361146,0.004820828,0.0067502554,0.94826597,0.018383026,0.003522297,0.007896348
533,LAURA,Part One,5,Dialogue,JESTER,Do you stinky people want to come with us? ,4,neutral,0.43132713,0.08012908,0.26811635,0.08617619,0.00710597,0.43132713,0.01627393,0.11087135
534,SAM,Part One,5,Dialogue,NOTT,"I-- Caleb, we don't have any plans tonight. I guess we could go along. I wouldn't mind seeing it. ",4,neutral,0.63388574,0.076103315,0.21795526,0.025100466,0.0209662,0.63388574,0.023385864,0.0026031467
535,MARISHA,Part One,5,Dialogue,BEAU,It'll be fun! ,3,joy,0.9526772,0.010442797,0.004775256,0.008866012,0.9526772,0.01896275,0.002367232,0.0019088078
536,TALIESIN,Part One,5,Dialogue,MOLLY,"Or you could stay here and buy beer for the people who do see the shows, and you can hear all about it and pay more. ",4,neutral,0.9148154,0.022195289,0.029073574,0.003659804,0.01880397,0.9148154,0.0068668,0.004585101
537,LIAM,Part One,5,Dialogue,CALEB,"Yeah, we can go. ",4,neutral,0.6351665,0.06393228,0.12352973,0.09271366,0.014889675,0.6351665,0.06770591,0.002062195
538,LAURA,Part One,5,Dialogue,JESTER,It's going to be so much fun. ,3,joy,0.9811016,0.0018262451,0.002466237,0.0017639997,0.9811016,0.009359072,0.0017983161,0.0016844835
539,SAM,Part One,5,Dialogue,NOTT,"Yeah, yeah, it sounds like a good night. ",3,joy,0.8975579,0.0035795346,0.013630536,0.0029121626,0.8975579,0.07610139,0.004121373,0.0020972244
540,SAM,Part One,5,Dialogue,NOTT,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
540,SAM,Part One,5,Dialogue,NOTT,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
540,SAM,Part One,5,Dialogue,NOTT,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
540,SAM,Part One,5,Dialogue,NOTT,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
540,SAM,Part One,5,Dialogue,NOTT,Yeah. ,4,neutral,0.55030656,0.040906493,0.2223379,0.14074954,0.0048911828,0.55030656,0.038033623,0.0027747895
541,LAURA,Part One,5,Dialogue,JESTER,Look at all these friends we're making here. This is a good city. ,3,joy,0.4008708,0.038875543,0.13975996,0.0062325746,0.4008708,0.37334946,0.002662461,0.03824922
542,SAM,Part One,5,Dialogue,NOTT,"Yeah, it is. ",4,neutral,0.724769,0.051474053,0.15833016,0.038544506,0.006284973,0.724769,0.018580496,0.0020168277
543,MARISHA,Part One,5,Dialogue,BEAU,"Yeah, yeah. ",4,neutral,0.5022803,0.05142906,0.23968913,0.15784588,0.009560212,0.5022803,0.037278358,0.0019170891
543,MARISHA,Part One,5,Dialogue,BEAU,"Yeah, yeah. ",4,neutral,0.5022803,0.05142906,0.23968913,0.15784588,0.009560212,0.5022803,0.037278358,0.0019170891
544,TALIESIN,Part One,5,Dialogue,MOLLY,You are all the most charming people I've met in-- yes.  ,3,joy,0.82418096,0.008660742,0.02312253,0.0059065893,0.82418096,0.12469865,0.0040382855,0.009392202
546,TALIESIN,Part One,5,Dialogue,MOLLY,"(sighs) Well, we'd better be getting on.",5,sadness,0.46027178,0.024882283,0.24628869,0.010167016,0.040627755,0.19650649,0.46027178,0.021255927
547,ASHLEY,Part One,5,Dialogue,YASHA,"Yep, nice to meet you all. You're so, uh, wonderful. ",3,joy,0.90924966,0.0023682008,0.006804338,0.002215298,0.90924966,0.067668796,0.0048574894,0.0068361745
548,TALIESIN,Part One,5,Dialogue,MOLLY,Charm. Pure charm. See you tonight! ,3,joy,0.8968364,0.0040166653,0.0055832667,0.004501779,0.8968364,0.08238828,0.0040266947,0.0026469273
550,MARISHA,Part One,6,Dialogue,BEAU,She was awesome. ,3,joy,0.58018976,0.023316314,0.047946136,0.05263352,0.58018976,0.18698974,0.009728596,0.09919594
551,TRAVIS,Part One,6,Dialogue,FJORD,She didn't say much. ,1,disgust,0.5389244,0.074919805,0.5389244,0.05120797,0.0019485003,0.28088522,0.04196445,0.010149708
552,MARISHA,Part One,6,Dialogue,BEAU,That's why I liked her. ,3,joy,0.7911472,0.031901903,0.09896539,0.022802558,0.7911472,0.04293035,0.010359144,0.0018934652
553,LAURA,Part One,6,Dialogue,JESTER,"She was really, really cool. Did you see that cool thing she had going on with her chin? That's interesting. I wish I would have thought of something like that. ",4,neutral,0.4477689,0.014335606,0.077518374,0.015988626,0.11407361,0.4477689,0.009641606,0.32067326
554,MARISHA,Part One,6,Dialogue,BEAU,"Yeah, I mean, you could maybe do something like that in time. Just wait until maybe-- ",4,neutral,0.9249939,0.018718507,0.018839156,0.022132365,0.003341289,0.9249939,0.0039287647,0.008046049
555,LAURA,Part One,6,Dialogue,JESTER,So she doesn't know I copied. I can't do it tonight. ,4,neutral,0.538866,0.10708821,0.17727646,0.064210944,0.0022825918,0.538866,0.049215574,0.06106021
556,MARISHA,Part One,6,Dialogue,BEAU,"No, no. ",2,fear,0.37275845,0.048015606,0.16685873,0.37275845,0.004033953,0.3539511,0.04835304,0.0060291896
557,LAURA,Part One,6,Dialogue,JESTER,Wow. Cool. What do you guys want to do now? (laughter) ,6,surprise,0.8509325,0.014305922,0.016791508,0.01925618,0.05284374,0.043548092,0.0023221313,0.8509325
558,TRAVIS,Part One,6,Dialogue,FJORD,Was he using magic? ,4,neutral,0.41804957,0.0790609,0.10374366,0.20511743,0.0024912534,0.41804957,0.010887389,0.1806498
559,LAURA,Part One,6,Dialogue,JESTER,I don't know. ,6,surprise,0.3610162,0.057936333,0.12069686,0.16948354,0.0059915935,0.26302055,0.021854987,0.3610162
560,MARISHA,Part One,6,Dialogue,BEAU,Are you-- you're superstitious. Yeah? ,1,disgust,0.30814394,0.23133609,0.30814394,0.17819713,0.007966593,0.16208656,0.013335105,0.09893448
561,LAURA,Part One,6,Dialogue,JESTER,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
561,LAURA,Part One,6,Dialogue,JESTER,No. ,4,neutral,0.70285875,0.03121056,0.1064915,0.1132881,0.0053348877,0.70285875,0.03552762,0.005288656
